candidate_id,article_id,title,queue,tier,decision,label,http,verify,verify_source,reason
176,1002431245,Cách tối ưu card Nvidia chơi game với hiệu năng cao mà bạn có thể chưa biết,AUTO_RECLAIM,LOW,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
150,1002420350,Phân biệt Nvidia Super và Ti: Nên mua loại card Nvidia nào cho phù hợp?,AUTO_RECLAIM,LOW,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
179,1002434311,AMD Ryzen AI 9 HX 370: Quái vật hiệu năng mới cho laptop gaming,AUTO_RECLAIM,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
214,1002693503,"IPhone Gập: Apple Đã Sẵn Sàng “Gấp Gọn” Thế Giới Của Bạn, Nhưng iPad Gập Thì Vẫn... Ngủ Đông",AUTO_RECLAIM,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
138,1002416821,Đánh giá Rapoo VT3 Pro: Có đáng mua với mức giá dưới 1 triệu?,AUTO_RECLAIM,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
195,1002541111,"Sửa Máy Tính Quận 2 Chất Lượng, Nhanh Chóng tại Sintech",AUTO_RECLAIM,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
159,1002423252,Tản nhiệt AIO hoạt động như thế nào?,AUTO_RECLAIM,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
149,1002420321,"Hướng dẫn 2 cách xóa chữ, logo, watermark trên ảnh bằng Photoshop cực nhanh chóng và đơn giản",VISUAL_IMAGE_REMEDIATION,LOW,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
169,1002430893,Cách khôi phục file đã xóa trên Windows 11 trong tích tắc,VISUAL_IMAGE_REMEDIATION,LOW,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
151,1002420376,"Bật mí cách gắn quạt tản nhiệt cho PC trong 5 bước đơn giản, nhanh chóng",VISUAL_IMAGE_REMEDIATION,LOW,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
58,1002398522,"Trung tâm sửa laptop - máy tính uy tín, lấy ngay ở Quận 7",VISUAL_IMAGE_REMEDIATION,LOW,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
165,1002423407,Tìm hiểu về ép xung: Phương pháp tăng tốc độ và sức mạnh của PC có thật sự an toàn và hiệu quả?,VISUAL_IMAGE_REMEDIATION,NO_TRAFFIC,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
183,1002434529,Google Takeout là gì? Hướng dẫn chi tiết cách sao lưu dữ liệu Google,VISUAL_IMAGE_REMEDIATION,NO_TRAFFIC,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
185,1002434664,5 Phần Mềm Test Bàn Phím Laptop Miễn Phí Bạn Nên Thử,VISUAL_IMAGE_REMEDIATION,NO_TRAFFIC,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
85,1002404303,Sự khác nhau ổ cứng SSD và HDD,VISUAL_IMAGE_REMEDIATION,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
89,1002408539,VRAM là gì? Bao nhiêu GB VRAM là đủ dùng? Phân biệt giữa VRAM và RAM bạn nên biết,VISUAL_IMAGE_REMEDIATION,NO_TRAFFIC,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
129,1002414143,4 cách khắc phục lỗi màn hình đen trong Windows 11,VISUAL_IMAGE_REMEDIATION,NO_TRAFFIC,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
147,1002417574,Bạn đang cầm chuột đúng cách chưa? Khám phá các kiểu cầm chuột phổ biến,VISUAL_IMAGE_REMEDIATION,NO_TRAFFIC,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
167,1002430565,Ép xung RAM là gì? Hướng dẫn cách ép xung RAM an toàn cho laptop,VISUAL_IMAGE_REMEDIATION,NO_TRAFFIC,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
174,1002431172,Chia sẻ cách gập màn hình laptop mà không tắt máy win 10 và win 11 cực nhanh gọn,VISUAL_IMAGE_REMEDIATION,NO_TRAFFIC,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
194,1002540829,Sửa Máy Tính Quận 1 Uy Tín Tại Sintech,VISUAL_IMAGE_REMEDIATION,NO_TRAFFIC,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
101,1002411373,Card đồ họa laptop là gì? Cách chọn card đồ họa rời laptop phù hợp nhu cầu,VISUAL_IMAGE_REMEDIATION,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
113,1002411604,Bing Image Creator: Bí Kíp Tạo Hình Ảnh Thu Hút Traffic Cho Website,VISUAL_IMAGE_REMEDIATION,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
11,1002728313,"PC nào chơi được GTA 5? Gợi ý build PC chơi GTA V mượt mà, giá tốt",TIME_SENSITIVE_NEWS,LOW,BLOCKED_FACT,hold_news,,,,fact: ['fact']
